ID,Order,Suborder,Superfamily,Family,Subfamily,Tribu,Subtribu,GenusOriginal,Genus,Subgenus,Species,Subspecies,Author,Year,Type,Stage,Validity,Rejections,Accessions,Citation,Host,HostOrgan,Locality,City,Country,Continent,LATD,LOND,CollectionDate,Collector,CollectionMethod,Taxonomist,DateDetermination,Institution,Observations,Order
CIP-006-07,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Anisodactylina,,Notiabia,(Anisotarsus),sp. 2,,,,,,,,21,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,20-Apr-06,"Alcazar, J.",,,,,"Inicialmente como Carabidae sp. 17, Ticpa. Campo 9",93
CIP-006-08,Hemiptera,Auchenorrhyncha,Membracoidea,Membracidae,,,,,,,sp. 1,,,,,,,,1,,,,San Bartolo,Huasahuasi,Perú,America del Sur,,,13-Feb-05,"Cañedo, V.",,,,,Huasahuasi,94
CIP-006-88,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,,,,,Chaetospila,,sp.,,,,,,,5,10,,,,La Molina,Lima,Perú,America del Sur,,,30-May-88,"Palacios, M.",,"Grissell, E. E. ",17-Jun-88,,Parasitos de Scolytidae Apteros,95
CIP-006-89,Hymenoptera,Apocrita,Cynipoidea,Figitidae ,Eucoilinae,Diglyphosematini,,,Ganaspidium,,sp.,,,,,,,,3,,,,La Molina,Lima,Perú,America del Sur,,,15-Sep-85,"Palacios, M.",,,,,"Con torax giboso, negro metalico. Papa parasito de Mosca Minadora",96
CIP-006-91,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,Bruchini ,Megacerina,,Megacerus,,minusculus,,Pic,1934,,,,8,16,,Sweetpotato,,Ecuador,Ecuador,Ecuador,America del Sur,,,20-Aug-90,Cuarentena,,"Kingsolver, J. M. ",1-May-91,,Semilla botanica de camote,97
CIP-006-92,Hemiptera,Sternorrhyncha,Aleyrodoidea ,Aleyrodidae,Aleurodicinae,,,,Aleurodicus,,sp.,,Cockerell,1902,,,,,,,,,La Molina,Lima,Perú,America del Sur,,,3-Jul-92,"Raman, K. V. ",,,,,Mosca blanca en ornamental,98
CIP-006-93,Coleoptera,Polyphaga,,Carabidae,,,,,,,,,,,,,,7,8,,,,Huatata,Cuzco,Perú,America del Sur,,,4-Feb-93,"Alcazar, J.",,,,,Predador de color negro,99
CIP-007-93,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cyclominae,Listroderini,,,Rhigopsidius,,tucumanus,,Heller,1906,,,,,7,,,,Yamparaez,Chuquisaca,Bolivia,America del Sur,,,10-Apr-92,"Calderon, R.",,,,,,99.1
CIP-006-94,Diptera,Brachycera,Opomyzoidea,Agromyzidae,,,,,,,,,,,,,,,4,,,,Cajamarca,Cajamarca,Perú,America del Sur,,,1993,"Leiva, C.",,,,,Junto con larvas de L. braziliensis sobre tuberculos de papa,100
CIP-006-95,Lepidoptera,Glossata,Gelechioidea,Gelechiidae,,,,,,,,,,,,,,2,1,,,,La Paz,Bolivia,Bolivia,America del Sur,,,9-Nov-94,"Ruiz, M.",Trampa Malaise,,,,Obtenido por 2 trampas malaisa sp.,101
CIP-006-96,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Apanteles,,,,,,,,,,7,,,,Vitarte,Lima,Perú,America del Sur,,,1-Sep-94,"Cañedo, V.",,,,,Recuperado de larva de spodoptera - vitarte,102
CIP-006-97,Hymenoptera,,,,,,,,,,,,,,,,,,,,,,Tambopata,Madre de Dios,Perú,America del Sur,,,21-May-92,"Cañedo, V.",,,,,Características: 18 avispas parásitos de huevo mechanitis sp,103
CIP-006-98,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,,,,,,,,,,,,,,,,,,,Majes,Arequipa,Perú,America del Sur,,,24-Sep-98,"Cañedo, V.",,,,,en chilca (maleza  arbstos de borde de campo en flores para enviar a identificar,104
CIP-006-99,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Cremastinae,,,,Pristomerus,,sp.,,,,,,,,2,,Potato,,Lima,Lima,Perú,America del Sur,,,19-Jun-97,"Cañedo, V.",,,,CICIU,"Recolectado en plantas de papa revolución parasitoide P.o<img class=""emoticon"" src=""/confluence/images/icons/emoticons/star_yellow.gif"" height=""16"" width=""16"" align=""absmiddle"" alt="""" border=""0""/>",105
CIP-007-04,Lepidoptera,Glossata,,,,,,,,,,,,,,,,,1,,,,Laraqueri,Pichacari,Bolivia,America del Sur,,,6-Apr-00,Rasmussen,,,,,Ex chenopodium quinoa (chenopodiaceae),106
CIP-007-05,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,1,,,,San Bartolo,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida Nro 8,"Doria, C.",3-Sep-05,,,107
CIP-007-06,Diptera,Nematocera,Chironomoidea,Chironomidae,,,,,,,sp. 3,,,,,,,,1,,,,Resana,Junín,Perú,America del Sur,,,14-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,108
CIP-007-07,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Pelmatellina,,Pelmatellus,,columbianus,,Reiche,1843,,,,,3,,Potato,,Ñuñunhuayo,Junín,Perú,America del Sur,,,30-Mar-06,"Alcazar, J.",,,,,Inicialmente como Carabidae sp. 18,109
CIP-007-08,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,,,,,,,sp. 5,,,,,,,,2,,,,La Victoria,Huancayo,Perú,America del Sur,,,3-Jan-06,"Cañedo, V.",,,,,S/E     S/I,110
CIP-007-88,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cryptorhynchinae,Cryptorhynchini,Tylodina,,Euscepes,,postfasciatus,,Fairmaire,1849,,,,10,11,,,,La Molina,Lima,Perú,America del Sur,,,30-May-88,"Palacios, M.",,"Whitehead, D. R. ",17-Jun-88,,Perfora tuberculo del camote (hace mina) con mancha clara cerca de la base,111
CIP-007-89,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Aphidiinae,,,,Aphidius,,sp,,,,,,,,5,,Potato,,La Molina,Lima,Perú,America del Sur,,,15-Sep-85,"Palacios, M.",,,,,Papa ex. Afidos,112
CIP-007-90,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Aphidiinae,Praini,,,Praon,,sp.,,,,,,,,5,,Sweetpotato,,Vitarte,Lima,Perú,America del Sur,,,26-Jul-89,"Cañedo, V.",,,,,Camote. Ex. Macrosiphum cuphorbiac,113
CIP-007-91,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,Bruchini ,Megacerina,,Megacerus,,flabelliger,,Fahraeus,1839,,,,1,2,,,,Ecuador,Ecuador,Ecuador,America del Sur,,,20-Aug-90,,,,,,Semilla botanica,114
CIP-007-92,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,Coreini,,,Hypselonotus,,interruptus,,Hahan,1831,,,,2,5,,Sweetpotato,,San Ramon,Lima,Perú,America del Sur,,,8-Feb-90,"Gonzales, L.",,"Henry, T.J.",1992,,Camote,115
CIP-007-94,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,,,,,,,,,,,,,,,,,Tomato,,La Molina,Lima,Perú,America del Sur,,,11-Mar-83,"Zegarra, M.",,,,,xxxxx colectados de larvas de Sphingidae en tomate,116
CIP-007-95,Lepidoptera,Glossata,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,,,Eurysacca,,melanocampta,,Meyrick,1917,,,,4,2,,,,La Paz,Bolivia,Bolivia,America del Sur,,,,,,"Povolny, D. ",16-Dec-95,,,117
CIP-007-96,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,,,,,,,,,,,,,,,5,,,,Vitarte,Lima,Perú,America del Sur,,,1-Sep-94,"Cañedo, V.",,,,,Recuperado de larva de spodoptera - vitarte,118
CIP-007-97,Hymenoptera,,,,,,,,,,,,,,,,,,,,,,Tambopata,Madre de Dios,Perú,America del Sur,,,22-Oct-92,"Cañedo, V.",,,,,Características: parásitos 1 huevo caligo sp,119
CIP-007-98,Lepidoptera,Glossata,Noctuoidea,,,,,,,,,,,,,,,,1,,,,,,,,,,1998,"Reynoso, D.",,,,,"alimentandose de botones florales, salieron 2 parasitos",120
CIP-007-99,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Apanteles,,subandinus,,Blanchard,1947,,,,,1,,,,Lima,Lima,Perú,America del Sur,,,24-Jun-97,"Cañedo, V.",,,,CICIU,Recolectado en plantas de papa revolución,121
CIP-008-04,Lepidoptera,Glossata,,,,,,,,,,,,,,,,,8,,,,La Paz,Bolivia,Bolivia,America del Sur,,,,"Ruiz, M.",,,,,,122
CIP-008-05,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,1,,,,San Bartolo,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida Nro 5,"Doria, C.",3-Sep-05,,,123
CIP-008-06,Diptera,Nematocera,Chironomoidea,Chironomidae,,,,,,,sp. 4,,,,,,,,4,,,,Malambo,Junín,Perú,America del Sur,,,16-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,124
CIP-008-07,Coleoptera,Adephaga,Caraboidea,Carabidae, Platyninae,Platynini,Platynina s.str.,,Incagonum,,sp.,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,2-Mar-06,"Alcazar, J.",,,,, Inicialmente como Carabidae sp. 19,125
CIP-008-08,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,,,,,,,sp. 1,,,,,,,,1,,,,Malambo,Huasahuasi,Perú,America del Sur,,,11-Sep-05,"Cañedo, V.",,,,,C/I,126
CIP-008-88,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cryptorhynchinae,Cryptorhynchini,Tylodina,,Euscepes,,porcellus,,Boheman,1844,,,,2,3,,,,Jamaica,Jamaica,Jamaica,Centroamerica,,,4-Apr-88,,,"Whitehead, D. R. ",17-Jun-88,,Similar a Eucepes pero un poco mas de manchas en camote Hypomoea batata,127
CIP-008-89,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Mirini,,,Proba,,sp.,,,,,,,,12,,,,San Ramon,Huancayo,Perú,America del Sur,1-Jun-85,16-Aug-88,21-May-88,"Quincho, O. + Zegarra, M.",,,,,035.88 D.Q/ 103-85 camote,128
CIP-008-90,Lepidoptera,Glossata,,,,,,,,,,,,,,,,,4,,Sweetpotato,,Valle de Tambo,Arequipa,Perú,America del Sur,,,26-Oct-89,"Pacora, J.",,,,,Camote,129
CIP-008-91,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,Bruchini ,Megacerina,,Megacerus,,minusculus,,Pic,1934,,,,4,2,,,,Tumbes,Tumbes,Perú,America del Sur,,,30-May-90,"Manrique, K. ",,"Kingsolver, J. M. ",1-May-91,,"Semilla botanica. Parte de este material reportado como Megacerus sp 2, seria enviado a A. Teran Argentina CIP 032-91",130
CIP-008-93,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Agromyzinae,Ophiomyiini,,,Melanagromyza,,sp.,,,,,,,7,12,,Haba,,Bolivia,Bolivia,Bolivia,America del Sur,,,1-Oct-92,"Saniz, C.",,"Peterson, R. V. ",4-Apr-93,,Mosca minadora de tallo. Haba ER,131
CIP-008-94,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,Pteromalinae,Pteromalini,,,Heteroschema,,sp.,,,,,,,,3,,Sweetpotato,,,,,,,,3-Apr-83,"Zegarra, M.",,,,,En camote,132
CIP-008-95,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Agromyzinae,Ophiomyiini,,,Melanagromyza,,sp.,,,,,,,,,,,,Convenio de Majes,Arequipa,Perú,America del Sur,,,1-Dec-95,"Calderon, M. ",,,1-Jan-96,USDA,Alimentandose barrenando tallos de alfalfa.,133
CIP-008-96,Lepidoptera,Glossata,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,,,Phthorimaea,,operculella,,Zeller,1873,,,,,1,,,,Cañete,Lima,Perú,America del Sur,,,1995,"Cañedo, V.",,,,,,134
CIP-008-97,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,,,,,,,,,,,,,,,22,,,,Arequipa,Arequipa,Perú,America del Sur,,,1-Aug-96,"Cañedo, V.",,,,,"Características especie 1, parasitoides recuperados en follaje y tubérculos trampa avispas",135
CIP-008-99,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Dolichogenidea,,gelechiidivoris,,Marsh,1979,,,,,2,,,,Lima,Lima,Perú,America del Sur,,,15-Jul-97,"Cañedo, V.",,,,CICIU,Sobre plantas de  tomate,136
CIP-009-04,Lepidoptera,Glossata,,,,,,,,,,,,,,,,,1,,,,Huancayo,Huancayo,Perú,America del Sur,,,6-Oct-00,Rasmussen,,,,,,137
CIP-009-05,Coleoptera,Adephaga,Caraboidea,Carabidae,,,,,,,,,,,,,,,3,,,,San Bartolo,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida nro 5 con tratamiento,"Doria, C.",3-Sep-05,,,138
CIP-009-06,Diptera,Nematocera,Chironomoidea,Chironomidae,,,,,,,sp. 5,,,,,,,,1,,,,Malambo,Junín,Perú,America del Sur,,,16-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,139
CIP-009-07,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Anisodactylina,,Notiabia,(Anisotarsus),peruviana,,Dejean,1829,,,,,2,,,,La Victoria,Junín,Perú,America del Sur,,,30-Aug-06,"Cañedo, V.",,,,, Inicialmente como Carabidae sp. 7  Sin estructura,140
CIP-009-08,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,,,,,,,sp. 14,,,,,,,,1,,,,Malambo,Huasahuasi,Perú,America del Sur,,,23-Mar-06,"Cañedo, V.",Trampa de caida,,,, S/I    -2,141
CIP-009-88,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,Pteromalinae,,,,Eurydinoteloides,,longiventris,,Gahan,1937,,,,4,,,,,Carabayllo,Lima,Perú,America del Sur,,,25-May-88,"Alcazar, J.",,"Grissell, E. E. ",17-Jun-88,,Parasitos de Eucepes grandes con el abdomen en punta hacia arriba hembra,142
CIP-009-89,Hemiptera,Heteroptera,Coreoidea,Rhopalidae,Rhopalinae,Harmostini,,,Harmostes,,serratus,,Fabricius,1775,,,,,5,,,,San Ramon,Huancayo,Perú,America del Sur,,16-Aug-88,21-May-88,"Quincho, O.",,"Henry, T. J. ",12-Jun-89,,033-88 camote,143
CIP-009-90,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,Luperini, Diabroticina ,,Diabrotica,,balteata,,LeConte,1865,,,,1,4,,Sweetpotato,,San Juan,Republica Dominicana,República Dominicana,Centroamerica,,,15-Sep-89,"Kokubu, H.",,"White, R. E. ",4-Jan-93,,Camote. 009-90 escuela de Agricultura Salesiana la Vega,144
CIP-009-91,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,4,,Tomato,,San Ramon,Huancayo,Perú,America del Sur,,,23-Aug-90,"Delgado de la Flor, R.",,,,,Sobre tallo y raices de tomate,145
CIP-009-93,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Liriomyza,,huidobrenses,,(Blanchard),1926,,,,7,11,,Haba,,Bolivia,Bolivia,Bolivia,America del Sur,,,1-Oct-92,"Saniz, C.",,"Peterson, R. V. ",7-Apr-93,,Mosca minadora en haba ER,146
CIP-009-94,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,Pteromalinae,,,,Dibrachys,,cavus,,Walker,1835,,,,,6,,Potato,,Orcotuna,Huancayo,Perú,America del Sur,,,24-Aug-83,"Zegarra, M.",,,,,En papa,147
CIP-009-96,Lepidoptera,Glossata,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,,Scrobipalpula,Tuta,,absoluta,,Povolny,1917,,,,,2,,,,Cañete,Lima,Perú,America del Sur,,,1995,"Cañedo, V.",,,,,,148
CIP-009-97,Diptera,Brachycera,Ephydroidea,Drosophilidae,,,,,,,,,,,,,,,1,,,,Arequipa,Arequipa,Perú,America del Sur,,,1-Aug-96,"Cañedo, V.",,,,,"Características especie 9, parasitoides (moscas).",149
CIP-009-99,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Cremastinae,,,,Pristomerus,,sp.,,,,,,,,4,,Tomato,,Lima,Lima,Perú,America del Sur,,,23-Sep-97,"Cañedo, V.",,,,CICIU,En plantas de tomate,150
CIP-010-04,Lepidoptera,Glossata,Noctuoidea,Noctuidae,,,,,,,,,,,,,,,2,,,,Sicaya,Huancayo,Perú,America del Sur,,,4-Jul-00,Rasmussen,,,,,,151
CIP-010-05,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,,,,,,,,,,,,,,,1,,,,San Bartolo,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida nro. 5 con tratamiento,"Doria, C.",3-Sep-05,,,152
CIP-010-06,Hemiptera,Heteroptera,Coreoidea,Rhopalidae,,,,,,,sp. 1,,,,,,,,2,,,,Malambo,Junín,Perú,America del Sur,,,16-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,153
CIP-010-07,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Pterostichini,Metiina,,Metius,,sp. 1,,,,,,,,3,,,,Vicso,Junín,Perú,America del Sur,,,30-Aug-06,"Cañedo, V.",,,,, Inicialmente como Carabidae sp. 6   Sin insecticidas,154
CIP-010-08,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,,,,,,,sp. 13,,,,,,,,1,,,,Pukuluyoc,Huancayo,Perú,America del Sur,,,20-Dec-05,"Cañedo, V.",,,,,C/I    N.E,155
CIP-010-88,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,Pteromalinae,,,,Eurydinoteloides,,longiventris,,Gahan,1937,,,,4,6,,,,Carabayllo,Lima,Perú,America del Sur,,,25-May-88,"Alcazar, J.",,"Grissell, E. E. ",17-Jun-88,,"Parasito de Eucepes mas pequeño, macho",156
CIP-010-89,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Mirini ,,,Creontiades,,sp.,,,,,,,,10,,Sweetpotato,,San Ramon,Huancayo,Perú,America del Sur,,4-Jul-88,15-Jun-88,"Quincho, O.",,"Henry, T. J. ",12-Jun-89,,034.88 OQ,157
CIP-010-90,Coleoptera,Polyphaga,Curculionoidea,Brentidae,Brentinae,Cyladini,,,Cylas,,formicarius,,(Fabricius),1798,,,,,5,,Sweetpotato,,San Juan,Republica Dominicana,República Dominicana,Centroamerica,,,15-Sep-89,"Kokubu, H.",,,,,Antes familia Curculionidae,158
CIP-010-91,Lepidoptera,Glossata,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,,,Eurysacca,,,,,,,,,5,4,,Potato,,Tirapua,Bolivia,Bolivia,America del Sur,,,5-May-90,"Andrew, R.",,,,,Sobre follaje de papa. Enviado a L. Valencia para identificacion,159
CIP-010-93,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Rutelinae,Anomalini,,,Anomala,,sp.,,,,,,,8,13,,Potato,,Bolivia,Bolivia,Bolivia,America del Sur,,,10-Dec-92,,Trampa de Luz,"Gordon, R. D.",7-Apr-93,,Papa xxxx,160
CIP-010-94,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,,,,,,,,,,,7,,,,Huancayo,Huancayo,Perú,America del Sur,,,24-May-93,"Alcazar, J.",,,,,Recuperador de Eurysaca melano campta (parasitos),161
CIP-010-96,Diptera,Brachycera,Opomyzoidea,Agromyzidae,,,,,,,,,,,,,,,11,,,,,,,,,,,Asmat. B.,,,,,Moscas como plaga de la semilla en camote,162
CIP-010-97,Diptera,Brachycera,Opomyzoidea,Agromyzidae,,,,,,,,,,,,,,,1,,,,Arequipa,Arequipa,Perú,America del Sur,,,1-Aug-96,"Cañedo, V.",,,,,Caracteristicas : A1 420 Especie 10,163
CIP-010-99,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Cremastinae,,,,Temelucha,,sp.,,,,,,,,1,,Tomato,,Lima,Lima,Perú,America del Sur,,,30-Sep-98,"Cañedo, V.",,,,CICIU,Sobre plantas de tomate,164
CIP-100-05,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,,,,,,,,,,,,,,,9,,,,Pukuluyos,Huancayo,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 7.,"Doria, C.",7-Sep-05,,,165
CIP-101-05,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,,,,,,,,,,,,,,,3,,,,Pukuluyos,Huancayo,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 7.,"Doria, C.",7-Sep-05,,,166
CIP-102-05,Coleoptera,Adephaga,Caraboidea,Carabidae,,,,,,,,,,,,,,,5 (7 en liquido),,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 2.,"Doria, C.",8-Sep-05,,,167
CIP-103-05,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,1,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 2.,"Doria, C.",8-Sep-05,,,168
CIP-105-05,Collembola-Entomobryomorpha,,Entomobryomorpha,Entomobryidae,,,,,,,,,,,,,,,141 en liquido,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 9.,"Doria, C.",8-Sep-05,,,169
CIP-106-05,Collembola-Entomobryomorpha,,Entomobryomorpha,Entomobryidae,,,,,,,,,,,,,,,80 en liquido,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 5.,"Doria, C.",8-Sep-05,,,170
CIP-107-05,Collembola-Entomobryomorpha,,Entomobryomorpha,Entomobryidae,,,,,,,,,,,,,,,215 en liquido,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 8.,"Doria, C.",8-Sep-05,,,171
CIP-011-04,Lepidoptera,Glossata,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Agrotina,,Agrotis,,,,,,,,,,1,,,,Jauja,Huancayo,Perú,America del Sur,,,11-Dec-99,,,,,,,172
CIP-011-05,Lepidoptera,Glossata,Noctuoidea,Noctuidae,,,,,,,,,,,,,,,1,,,,San Bartolo,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",trampa de caida Nro 9 con tratamiento,"Doria, C.",3-Sep-05,,,173
CIP-011-06,Hemiptera,Heteroptera,Coreoidea,Rhopalidae,,,,,,,sp. 1,,,,,,,,1,,,,Malambo,Junín,Perú,America del Sur,,,13-Apr-06,"Cañedo, V.",Trampa Malaise,,,,,174
CIP-011-08,Hemiptera,Auchenorrhyncha,Fulgoroidea,Cixiidae,,,,,,,sp. 1,,,,,,,,1,,,,Pukuluyoc,Huancayo,Perú,America del Sur,,,6-Sep-06,"Cañedo, V.",,,,,S/I   N.E,176
CIP-011-88,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,,,,,,,,,,,,,,,1,,,,Carabayllo,Lima,Perú,America del Sur,,,25-May-88,"Alcazar, J.",,,,,Parasito de Eucepes parece Braconidae,177
CIP-011-89,Hemiptera,Heteroptera,Lygaeoidea,Berytidae,Metacanthinae,Metacanthini,,,Jalysus,,sobrinus,,Stal,1862,,,,,4,,,,San Ramon,Huancayo,Perú,America del Sur,,,15-Jun-88,"Quincho, O.",,"Henry, T. J. ",12-Jun-89,,036.88 OQ camote,178
CIP-011-90,Hemiptera,Sternorrhyncha,Psylloidea,Psyllidae,Aphalaroidinae ,,,,Russelliana,,solanicola,,Tuthill,1959,,,,,11,,Potato,,Arequipa,Arequipa,Perú,America del Sur,,,16-Jan-90,"Pozo, H.",,"Gill, R. J.",8-Feb-89,,Ex. papa enviado a Mr Raymond J. Gill,179
CIP-011-91,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cryptorhynchinae,Cryptorhynchini,Cryptorhynchina,,Phyrdenus,,muriceus,,German,1824,,,,2,2,,Potato,,Mispua,Bolivia,Bolivia,America del Sur,,,12-Mar-90,"Andrew, R.",,"Pakaluk, J. ",1-Jul-91,,En follaje papa,180
CIP-011-93,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Melolonthini,,,Phyllophaga,,sp.,,,,,,,2,3,,,,Tomina,Bolivia,Bolivia,America del Sur,,,10-Dec-92,,Trampa de Luz,"Gordon, R. D.",7-Apr-93,,Grande todo marron con la cabeza un poco mas oscura ER,181
CIP-011-94,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,,,,,,,,,,,,,,,2,,,,Huancayo,Huancayo,Perú,America del Sur,,,24-May-93,"Alcazar, J.",,,,,Parasito de Eurysaca melano,182
CIP-011-96,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,,,,,,,,,,,,,,,5,,,,Cañete,Lima,Perú,America del Sur,,,1994,"Cañedo, V.",,,,,,183
CIP-011-97,Diptera,Brachycera,Opomyzoidea,Agromyzidae,,,,,,,,,,,,,,,1,,,,Arequipa,Arequipa,Perú,America del Sur,,,1-Aug-96,"Cañedo, V.",,,,,"Características D-5 73 especies,parasitoides de las evaluaciones de cosecha (mosca)",184
CIP-112-05,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,1,,,,Pukuluyos,Huancayo,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 6.,"Doria, C.",9-Sep-05,,,185
CIP-113-05,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,1,,,,Pukuluyos,Huancayo,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 6.,"Doria, C.",9-Sep-05,,,186
CIP-012-04,Lepidoptera,Glossata,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Agrotina,,Agrotis,,,,,,,,,,1,,,,La Paz,Bolivia,Bolivia,America del Sur,,,12-May-95,"Valda, A.",,,,,Ex chenopodium Quinoa (chenopodiaceae),187
CIP-012-05,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,1,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida  Nro. 9 con tratamiento,"Doria, C.",3-Sep-05,,,188
CIP-012-06,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,,,,,,,sp. 4,,,,,,,,1,,,,Malambo,Junín,Perú,America del Sur,,,16-Apr-06,"Cañedo, V.",Tratamiento Malaise,,,,,189
CIP-012-07,Coleoptera,Adephaga,Caraboidea,Carabidae,Trechinae,Trechini ,Trechina,,Trechisibus,,sp. 2,,,,,,,3,7,,Potato,,Aymará,Apurimac,Perú,America del Sur,,,8-Apr-06,"Alcazar, J.",,,,," Inicialmente como Carabidae sp. 20, luego UNA Harpalini sp.1",190
CIP-012-08,Lepidoptera,Glossata,Noctuoidea,Noctuidae,,,,,,,sp. 1,,,,,,,,1,,,,Paraccho,Huancayo,Perú,America del Sur,,,20-Aug-05,"Cañedo, V.",,,,,Huasahuasi,191
