ID,Order,Suborder,Superfamily,Family,Subfamily,Tribu,Subtribu,GenusOriginal,Genus,Subgenus,Species,Subspecies,Author,Year,Type,Stage,Validity,Rejections,Accessions,Citation,Host,HostOrgan,Locality,City,Country,Continent,LATD,LOND,CollectionDate,Collector,CollectionMethod,Taxonomist,DateDetermination,Institution,Observations,Order
CIP-090-07,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,,,sp. 41,,,,,,,,1,,,,La Victoria,Junín,Perú,America del Sur,,,2-Oct-06,"Cañedo, V.",,,,,JR-380-006,1135
CIP-090-08,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,sp. 4,,,,,,,,1,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1136
CIP-090-88,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Lebiini,Lebiina,,Lebia,,sp.,,,,,,,2,1,,,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-084-85 ex camote,1137
CIP-090-89,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,Macrosiphini,,,Aulacorthum,,solani,,Kaltenbach,1843,,,,,3,,Geranio,,Huancayo,Huancayo,Perú,America del Sur,,,23-Nov-73,"Guevara, C.",,"Valencia, L. ",,,,1138
CIP-090-90,Thysanoptera,Terebrantia,,Thripidae,Thripinae,,,,Frankliniella ,,tuberosi,,Moulton,1933,,,,,,,Potato,,Tanhuaco,Puno,Perú,America del Sur,,,23-Feb-90,"Alcazar, J.",,,,,,1139
CIP-090-94,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,,,,,,,,,,,,,,,1,,,,San Ramon,Huancayo,Perú,America del Sur,,,19-Aug-93,"Cañedo, V.",,,,,,1140
CIP-091-04,Diptera,,,,,,,,,,,,,,,,,,1,,,,La Victoria,Huancayo,Perú,America del Sur,,,16-Jun-00,Rasmussen,,,,,,1141
CIP-091-05,Coleoptera,Adephaga,Caraboidea,Carabidae,,,,,,,,,,,,,,,4,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 6.,"Doria, C.",7-Sep-05,,,1142
CIP-091-06,Diptera,Brachycera,Sciomyzoidea,Sepsidae,,,,,,,sp. 1,,,,,,,,1,,,,Malambo,Junín,Perú,America del Sur,,,11-May-06,"Cañedo, V.",Trampa interceptación,,,,,1143
CIP-091-07,Hymenoptera,,,,,,,,,,sp. 3,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,25-Apr-06,"Cañedo, V.",,,,,JR-449-006,1144
CIP-091-08,Coleoptera,Polyphaga,Bostrichoidea,Bostrichidae,Bostrichinae,Bostrichini,,,Micrapate,,scabrata,,Erichson,1847,,,,,2,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1145
CIP-091-88,Coleoptera,Adephaga,,Carabidae,Harpalinae,Lebiini,Lebiina,,Lebia,,,,,,,,,3,3,,,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-084-85 ex camote,1146
CIP-091-89,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,Macrosiphini,,,Macrosiphum,,rosae,,Linnaeus,1758,,,,,11,,Rosa,,Lima,Lima,Perú,America del Sur,,,10-Nov-73,"Benavides, R.",,"Valencia, L. ",,,En rosa,1147
CIP-091-90,Lepidoptera,Glossata,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,,,Symmetrischema,,tangolias,,Gyen,1913,,,,10,,,Potato,,Cuzco,Cuzco,Perú,America del Sur,,,20-Mar-90,"Rodriguez Berrio, R.",,"Povolny, D. ",31-Jul-90,,"en follaje de papa, anteriormente era S. plaesiosema",1148
CIP-091-94,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Agallinae,Agallini,,,Agalliana,,sticticollis,,Stal,1859,,,,,6+ 1 tubo,,Potato,,San Ramon,Huancayo,Perú,America del Sur,,,26-Mar-80,"Palacios, M.",,"Kramer, J. P.",24-May-80,,,1149
CIP-092-04,Diptera,,,,,,,,,,,,,,,,,,1,,Quinua,,Huancayo,Huancayo,Perú,America del Sur,,,18-Aug-00,Rasmussen,,,,,Aphid honeydew over ch. quinoa,1150
CIP-092-05,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,1,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 6.,"Doria, C.",7-Sep-05,,,1151
CIP-092-06,Diptera,Nematocera,Chironomoidea,Simuliidae,,,,,,,sp. 1,,,,,,,,2,,,,Malambo,Junín,Perú,America del Sur,,,16-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,1152
CIP-092-07,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,,,sp. 40,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,23-May-06,"Cañedo, V.",,,,,Con estructura,1153
CIP-092-08,Coleoptera,Polyphaga,Bostrichoidea,Bostrichidae,,,,,,,sp 2,,,,,,,,1,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1154
CIP-092-88,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae, Eumolpinae,Eumolpini,,,Colaspis,,chlorites,,Erichson,1847,,,,,7,,,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-085-88 verde brillante granulado Coleoptera. En camote,1155
CIP-092-89,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae ,Macrosiphini,,,Myzus,,ornatus,,Laing,1932,,,,,30,,Alfalfa,,Hualaoyo,Huancayo,Perú,America del Sur,,,27-Jun-73,"Guevara, C.",,"Valencia, L. ",,,Alfalfa,1156
CIP-092-90,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae, Eumolpinae,Eumolpini,,,Colaspis,,prasina,,Lefebure,1878,,,,,1,,Potato,,Bakar,Argentina,Argentina,America del Sur,,,14-Dec-79,"Vincini, A.M.",,,,,En ensayo de papa,1157
CIP-092-94,Hemiptera,Auchenorrhyncha,Membracoidea,Membracidae,,,,,,,,,,,,,,,1,,,,San Ramon,Huancayo,Perú,America del Sur,,,19-Aug-93,"Cañedo, V.",,,,,,1158
CIP-093-04,Diptera,,,,,,,,,,,,,,,,,,3,,Quinua,,La Victoria,Huancayo,Perú,America del Sur,,,14-Jun-00,Rasmussen,,,,,Ex. Chenopodium Quinoa,1159
CIP-093-05,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,,,,,,,,,,,,,,,2,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 6.,"Doria, C.",7-Sep-05,,,1160
CIP-093-06,Diptera,Nematocera,Chironomoidea,Simuliidae,,,,,,,sp. 1,,,,,,,,1,,,,Malambo,Junín,Perú,America del Sur,,,13-Apr-06,"Cañedo, V.",Trampa Malaise,,,,,1161
CIP-093-07,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,,,sp. 39,,,,,,,,2,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,10-May-06,"Cañedo, V.",,,,,Con estructura,1162
CIP-093-08,Coleoptera,Polyphaga,Elateroidea,Elateridae,,,,,,,sp. 1,,,,,,,,6,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1163
CIP-093-88,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,,,,,,,,,,,,,,5,3,,,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-086-85 camote,1164
CIP-093-89,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,Macrosiphini ,,,Neomyzus,,circumflexus,,(Buckton),1876,,,,,3,,Fresa,,San Jeronimo,Huancayo,Perú,America del Sur,,,31-May-73,"Guevara, C.",,"Valencia, L. ",,,Fresa,1165
CIP-093-90,Lepidoptera,Glossata,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,,,Paraschema,,detectendum,,Povolny,1990,,,,,2,,Potato,,Tiraque,Bolivia,Bolivia,America del Sur,,,10-May-90,"Andrew, R.",,"Povolny, D. ",31-Jul-90,,Papa,1166
CIP-093-94,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Agallinae,Agallini,,,Agallia,,depleta,,Oman,1938,,,,,,,,,San Ramon,Huancayo,Perú,America del Sur,,,26-Mar-80,"Palacios, M.",,"Kramer, J. P.",24-May-80,,,1167
CIP-094-04,Diptera,,,,,,,,,,,,,,,,,,1,,,,La Victoria,Huancayo,Perú,America del Sur,,,13-Jun-00,Rasmussen,,,,,Ex. Chenopodum quinoa,1168
CIP-094-05,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,,,,,,,,,,,,,,,2,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 6.,"Doria, C.",7-Sep-05,,,1169
CIP-094-06,Diptera,Nematocera,Chironomoidea,Simuliidae,,,,,,,sp. 2,,,,,,,,2,,,,Resana,Junín,Perú,America del Sur,,,14-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,1170
CIP-094-07,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,,,sp. 38,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,15-Jun-06,"Cañedo, V.",,,,,JR-055-006,1171
CIP-094-08,Coleoptera,Polyphaga,Elateroidea,Elateridae,,,,,,,sp 2,,,,,,,,10,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1172
CIP-071-94,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Cicadellinae,Cicadellini,,,Erythrogonia,,sexguttata,,(Fabricius),1803,,,,,,,Sweetpotato,,San Ramon,Huancayo,Perú,America del Sur,,,8-Feb-90,"Cañedo, V.",,,,,Colectado en follaje de camote - fitofago,956
CIP-094-89,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae ,Aphidini,Aphidina ,,Aphis,,gossypii,,Glover,1877,,,,,11,,Potato,,Ica,Ica,Perú,America del Sur,,,24-Aug-70,"Cardenas, N.",,"Lamber, H. R. ",17-Feb-71,,"Algodón, papa",1174
CIP-094-90,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,Bruchini ,Megacerina,,Megacerus,,cubiculus,,Casey,1884,,,,4,7,,Sweetpotato,,Carolina del Sur,Carolina del Sur,Estados Unidos de América,America del Norte,,,1-Dec-88,"Carey, T.",,"Kingsolver, J. M. ",1-May-91,,En semilla botanica de camote,1175
CIP-094-94,Hymenoptera,Apocrita,Chalcidoidea,Eulophidae,Eulophinae,,,,Diglyphus,,websteri,,Crawford,1912,,,,,,,Potato,,La Molina,Lima,Perú,America del Sur,,,3-Nov-81,"Alcazar, J.",,,,,Parasito de mosca minadora colectada en hojas de papa,1176
CIP-095-04,Diptera,,,,,,,,,,,,,,,,,,1,,Quinua,,Huancayo,Huancayo,Perú,America del Sur,,,18-Aug-00,Rasmussen,,,,,Ex. Chenopodium quinoa,1177
CIP-095-05,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,,,,,,,,,,,,,,,1,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 6.,"Doria, C.",7-Sep-05,,,1178
CIP-095-06,Diptera,Nematocera,Chironomoidea,Simuliidae,,,,,,,sp. 2,,,,,,,,2,,,,Paraccho,Junín,Perú,America del Sur,,,13-Apr-06,"Cañedo, V.",Trampa Malaise,,,,,1179
CIP-095-07,Diptera,Brachycera,Tabanoidea,Tabanidae,,,,,,,sp. 2,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,17-Aug-06,"Cañedo, V.",,,,,JR-467-006,1180
CIP-095-08,Coleoptera,Polyphaga,Elateroidea,Elateridae,,,,,,,sp. 3,,,,,,,,7,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1181
CIP-129-88,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Cicadellinae,Cicadellini,,,Erythrogonia,,sexguttata,,(Fabricius),1803,,,,,10,,,,San Ramon,Huancayo,Perú,America del Sur,,Junio-85,19-Jun-88,"Quincho, O.",,Por comparación,,,021-88 OQ excamote/ 101-85,2052
CIP-095-89,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,Pteromalinae,,,,Dibrachys,,cavus,,Walker,1835,,,,,1 tubo,,,,Orcotuna,Huancayo,Perú,America del Sur,,,24-Aug-83,"Palacios, M.",,"Subbarau, B. R. ",9-Nov-83,,CIP027-83,1183
CIP-095-90,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,Bruchini ,Megacerina,,Megacerus,,flabelliger,,Fahraeus,1839,,,,,4,,Sweetpotato,,Cajamarca,Cajamarca,Perú,America del Sur,,,13-Aug-90,"Aguilar, C.",,"Kingsolver, J. M. ",1-May-91,,En semilla botanica de camote,1184
CIP-095-94,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Agallinae,Agallini,,,Agallia,,albidula,,Uhler,1895,,,,,,,,,San Ramon,Huancayo,Perú,America del Sur,,,26-Mar-80,"Palacios, M.",,"Kramer, J. P.",24-May-80,,,1185
CIP-096-04,Diptera,,,,,,,,,,,,,,,,,,1,,,,Huancayo,Huancayo,Perú,America del Sur,,,18-Aug-00,Rasmussen,,,,,Ex. chenopodium quinoa,1186
CIP-096-05,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,,,,,,,,,,,,,,,1,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 6.,"Doria, C.",7-Sep-05,,,1187
CIP-096-06,Diptera,Nematocera,Chironomoidea,Simuliidae,,,,,,,sp. 2,,,,,,,,1,,,,Pukuluyo,Junín,Perú,America del Sur,,,13-Apr-06,"Cañedo, V.",Trampa Malaise,,,,,1188
CIP-096-07,Lepidoptera,Glossata,Tortricoidea,Tortricidae,,,,,,,sp. 6,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,15-Jun-06,"Cañedo, V.",,,,,JR-054-006,1189
CIP-096-08,Coleoptera,Polyphaga,Elateroidea,Elateridae,,,,,,,sp. 4,,,,,,,,1,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1190
CIP-165-88,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Cicadellinae,Cicadellini,,,Erythrogonia,,sexguttata,,(Fabricius),1803,,,,,4,,Potato,,San Ramon,Huancayo,Perú,America del Sur,,,26-Mar-80,"Raman, K. V. ",,"Kramer, J. P.",24-May-80,,Papa,3050
CIP-096-89,Hymenoptera,Apocrita,Chalcidoidea,Encyrtidae,Encyrtinae,,,,Copidosoma,,koehleri,,Blanchard,1940,,,,,,,Potato,,El Mantaro,Huasahuasi,Perú,America del Sur,,,14-Sep-83,"Palacios, M.",,"Subbarau, B. R. ",9-Nov-83,,Papa parasitoide de Phthorimae operculella CIP 028-83,1192
CIP-096-90,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,Bruchini ,Megacerina,,Megacerus,,sp.,,,,,,,,1,,Sweetpotato,,Lima,Lima,Perú,America del Sur,,,16-May-90,"Diaz, J.",,,,,En semilla botanica de camote,1193
CIP-096-94,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,,,,,,,,,,,,,,,,,,,San Ramon,Huancayo,Perú,America del Sur,,,26-Mar-80,"Alcazar, J.",,"White, R. E. ",1-May-80,USDA,,1194
CIP-097-04,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,Trichophoropsis,,sp.,,,,,,,,1,,,,Mollepampa,Huancavelica,Perú,America del Sur,,,26-Jan-69,"Acuña, J.",,"Cortes, R.",1969,,General reference coll,1195
CIP-097-05,Collembola-Entomobryomorpha,,Entomobryomorpha,Entomobryidae,,,,,,,,,,,,,,,29,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 2.,"Doria, C.",7-Sep-05,,en liquido,1196
CIP-097-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 8,,,,,,,,5,,,,Malambo,Junín,Perú,America del Sur,,,16-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,1197
CIP-097-07,Diptera,Nematocera,Sciaroidea,Mycetophilidae,,,,,,,sp. 12,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,15-Jun-06,"Cañedo, V.",Trampa Malaise,,,,,1198
CIP-097-08,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Anobiinae,,,,,,sp. 1,,,,,,,,2,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1199
CIP-097-88,Hemiptera,Heteroptera,Miroidea,Miridae,,,,,,,,,,,,,,,3,,Sweetpotato,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-088-85 ex camote,1200
CIP-097-89,Acari-Trombidiformes,Prostigmata,Tetranychoidea,Tetranychidae,Tetranychinae,Tetranychini,,,Tetranychus,,cinnabarinus,,Boisduval,1867,,,,,,,Potato,,La Molina,Lima,Perú,America del Sur,,,24-Jan-83,"Palacios, M.",,"Baker, E. W. ",18-Mar-83,,ex potato CIP 5-83,1201
CIP-097-90,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,1,,Sweetpotato,,Rwanda,Rwanda,Ruanda,Africa,,,29-Aug-90,"Carey, T.",,,,,En semilla botanica de camote,1202
CIP-097-94,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Agallinae,Agallini,,,Agallia,,configurata,,Oman,1938,,,,,,,,,San Ramon,Huancayo,Perú,America del Sur,,,26-Mar-80,"Palacios, M.",,"Kramer, J. P.",24-May-80,,,1203
CIP-098-04,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,Prosopochaeta,,anomala ,,Aldrich,1934,,,,,1,,,,El Naranjo,Austin,Estados Unidos de América,America del Norte,,,1967,"Peña, L.E.",,"Cortes, R.",1973,,,1204
CIP-098-05,Araneae,Opisthothelae,Araneoidea,Araneidae,Argiopinae,,,,,,,,,,,,,,1,,,,Pukuluyos,Huancayo,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 7.,"Doria, C.",7-Sep-05,,,1205
CIP-098-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 9,,,,,,,,3,,,,Malambo,Junín,Perú,America del Sur,,,16-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,1206
CIP-098-07,Hemiptera,Heteroptera,Cimicoidea ,Anthocoridae,,,,,,,sp. 4,,,,,,,,1,,,,La Victoria,Junín,Perú,America del Sur,,,27-Aug-06,"Cañedo, V.",,,,,Togotos sp,1207
CIP-098-08,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Anobiinae,,,,,,sp 2,,,,,,,,2,,,,Quilmana,Cañete,Perú,America del Sur,,,2007,"Mujica, N.",Trampa de caida,,,,,1208
CIP-098-88,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Mirini,,,Horciasinus,,signoreti,,Stal,1860,,,,,4,,Sweetpotato,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,"Henry, T. J. ",1992,,CIP-088-85 ex camote,1209
CIP-098-89,Acari-Trombidiformes,Prostigmata,Tetranychoidea,Tetranychidae,Tetranychinae,Tetranychini,,,Tetranychus,,sp.,,,,,,,,,,Potato,,La Molina,Lima,Perú,America del Sur,,,24-Jan-83,"Palacios, M.",,"Baker, E. W. ",18-Mar-83,,ex potato CIP 3-83,1210
CIP-098-90,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,Bruchini ,Megacerina,,Megacerus,,flabelliger,,Fahraeus,1839,,,,,15,,Sweetpotato,,Cajamarca,Cajamarca,Perú,America del Sur,,,13-Jul-90,"Aguilar, C.",,"Kingsolver, J. M. ",1-May-91,,En semilla botanica de camote,1211
CIP-098-94,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Typhlocybinae,Dikraneurini,,,Empoasca,,fabalis,,Delano,1930,,,,,,,Sweetpotato,,La Molina,Lima,Perú,America del Sur,,,19-Feb-85,"Palacios, M.",,"Kramer, J. P.",30-Apr-85,,Colectado en follaje de camote,1212
CIP-099-04,Diptera,Brachycera,Oestroidea,Tachinidae,Tachininae,Tachinini,,,Peleteria,,filipalpis,,Rondani,1863,,,,,1,,,,Pumamarca,Cuzco,Perú,America del Sur,,,7-Dec-74,"Valencia, L. ",,"Cortes, R.",,,,1213
CIP-099-05,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,,,,,,,,,,,,,,,1,,,,Pukuluyos,Huancayo,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 7.,"Doria, C.",7-Sep-05,,,1214
CIP-099-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,,,,,,,,,1,,,,Pukuluyo,Junín,Perú,America del Sur,,,11-May-06,"Cañedo, V.",Trampa Malaise,,,,,1215
CIP-099-07,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Carpophilinae,Carpophilini,,,Carpophilus,,sp. 1,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,10-May-06,"Cañedo, V.",,,,,Con estructura,1216
CIP-099-08,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Anobiinae,,,,,,sp. 3,,,,,,,,3,,,,Quilmana,Cañete,Perú,America del Sur,,,2007,"Mujica, N.",Trampa de caida,,,,,1217
CIP-099-88,Orthoptera,,,,,,,,,,,,,,,,,,1,,Sweetpotato,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-088-85 ex camote,1218
CIP-099-89,Diptera,Nematocera,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Cecidomyiini,,,Prodiplosis,,sp.,,,,,,,,,,Potato,,La Molina,Lima,Perú,America del Sur,,,24-Jan-83,"Palacios, M.",,"Gagne, R. J. ",24-Feb-83,,Ex potato CIP-6-83,1219
CIP-099-90,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,Bruchini ,Megacerina,,Megacerus,,bilineatus,,Pic,1935,,,,4,5,,Sweetpotato,,Paraguay,Paraguay,Paraguay,America del Sur,,,1-Aug-90,,,"Kingsolver, J. M. ",1-May-91,,En semilla botanica de camote,1220
CIP-617-04,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Deltocephalini ,,,Copididonus,,hyalinipennis,,(Stal),1859,,,,,1,,,,,,,,,,,,,"Lozada, P.",1998,CIP,CIP.26 Maleza,5094
CIP-100-04,Diptera,Brachycera,Oestroidea,Tachinidae,Exoristinae,Goniini,,,Gonia ,,lineata,,Macquart,1851,,,,,1,,,,,,,,,,24-May-65,"Cortez, R.",,Cortez,1973,,,1222
CIP-100-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 10,,,,,,,,2,,,,Pukuluyo,Junín,Perú,America del Sur,,,11-May-06,"Cañedo, V.",Trampa Malaise,,,,,1223
CIP-100-07,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Molytinae,Cryptorhynchini,Cryptorhynchina,,cerca Phyrdenus,,sp.,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,8-Jun-06,"Cañedo, V.",,,,,C/C,1224
CIP-100-08,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,,,,,,,sp. 1,,,,,,,,11,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1225
CIP-100-88,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Mirini,,,Proba,,sp.,,,,,,,,1,,Sweetpotato,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-089-85 ex camote,1226
CIP-100-89,Acari-Trombidiformes,Prostigmata,Tarsonemoidea,Tarsonemidae,Pseudotarsonemoidinae,Pseudotarsonemoidini,,,Polyphagotarsonemus,,latus,,Banks,1904,,,,,,,Potato,,La Molina,Lima,Perú,America del Sur,,,24-Jan-83,"Palacios, M.",,"Smiley, R.L.",18-Mar-83,,ex potato CIP-4-83,1227
CIP-100-90,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Apanteles,,sp.,,,,,,,,4,,Sweetpotato,,Vitarte,Lima,Perú,America del Sur,,,1-Oct-90,"Urquizo, E.",,"Marsh, P. M. ",2-Jan-91,,Parasitoide de spodoptera eridania camote,1228
CIP-100-94,Hymenoptera,Apocrita,Chalcidoidea,Encyrtidae,Encyrtinae,,,,Copidosoma,,koehleri,,Blanchard,1940,,,,,,,,,Huanuco,Huanuco,Perú,America del Sur,,,1-May-81,"Chavez, E.",,,,,,1229
CIP-1000-06,Hemiptera,Heteroptera,Miroidea,Miridae,,,,,,,,,,,,,,,1,,,,Gatanga,Thika,Kenia,Africa,,,15-Jun-99,"Malangi, N. ",,,,,,1230
CIP-1000-07,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,,,,,,,sp. 8,,,,,,,,1,,Potato,,Rieran,Junín,Perú,America del Sur,,,23-Jun-06,"Rojas, J.",,,,,c-4,1231
CIP-1001-06,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,,,,,,,,,,,,,,,1,,,,Gatanga,Thika,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1232
CIP-1001-07,Diptera,Brachycera,Tabanoidea,Tabanidae,,,,,,,sp. 2,,,,,,,,2,,Potato,,Rieran,Junín,Perú,America del Sur,,,6-May-06,"Rojas, J.",,,,,C-5,1233
CIP-1002-06,Diptera,Nematocera,Bibionoidea,Bibionidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1234
CIP-1002-07,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,Bacchini,,,Platycheirus,Carposcalis,saltana,,(Enderrein),1938,,,,,2,,,,Rieran,Junín,Perú,America del Sur,,,7-May-06,"Rojas, J.",,,,,Bidons andicola,1235
CIP-1003-06,Hymenoptera,Apocrita,Tenthredinoidea,Tenthredinidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1236
CIP-1003-07,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,Prosopochaeta,,anomala ,,Aldrich,1934,,,,,1,,,,Rieran,Junín,Perú,America del Sur,,,7-May-06,"Rojas, J.",,,,,Bidons undicola,1237
CIP-1004-06,Hemiptera,Heteroptera,Cimicoidea ,Anthocoridae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1238
CIP-1004-07,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,Dolichostoma,,sp.,,,,,,,,1,,,,Rieran,Huancayo,Perú,America del Sur,,,7-May-06,"Rojas, J.",,Monty Wood,24-Feb-11,,Bidons andicala,1239
